tx_id,user_id,amount,is_fraud,is_spike
50246,1090,157.69,0,False
50247,1114,277.82,0,False
50248,1196,458.38,0,False
50249,1150,286.77,0,False
50250,1035,123.45,0,False
50251,1149,400.51,0,False
50252,1010,458.07,0,False
50253,1117,343.74,0,False
50254,1199,250.4,0,False
50255,1038,107.84,0,False
50256,1008,490.19,0,False
50257,1082,80.75,0,False
50258,1063,394.27,0,False
50259,1044,97.52,0,False
50260,1082,266.06,0,False
50261,1019,452.96,0,False
50262,1143,114.65,0,False
50263,1119,122.44,0,False
50264,1061,315.08,0,False
50265,1084,202.71,0,False
50266,1075,7097.81,1,True
50267,1041,44.87,0,False
50268,1178,153.91,0,False
50269,1023,457.71,0,False
50270,1162,391.03,0,False
50271,1073,56.97,0,False
50272,1012,417.86,0,False
50273,1050,404.52,0,False
50274,1043,440.69,0,False
50275,1010,74.29,0,False
50276,1033,382.72,0,False
50277,1012,463.56,0,False
50278,1022,178.01,0,False
50279,1001,173.06,0,False
50280,1103,176.15,0,False
50281,1060,473.53,0,False
50282,1130,83.64,0,False
50283,1039,368.5,0,False
50284,1162,108.21,0,False
50285,1022,33.3,0,False
50286,1032,134.7,0,False
50287,1179,266.0,0,False
50288,1074,356.94,0,False
50289,1017,283.96,0,False
50290,1081,193.76,0,False
50291,1032,53.33,0,False
50292,1014,92.69,0,False
50293,1190,372.34,0,False
50294,1077,447.48,0,False
50295,1042,230.35,0,False
50296,1096,357.21,0,False
50297,1095,262.5,0,False
50298,1182,7628.73,1,True
50299,1199,28.53,0,False
50300,1173,323.39,0,False
50301,1032,100.85,0,False
50302,1116,243.1,0,False
50303,1126,101.78,0,False
50304,1161,71.62,0,False
50305,1109,174.18,0,False
50306,1147,256.38,0,False
50307,1005,114.8,0,False
50308,1190,94.67,0,False
50309,1044,274.19,0,False
50310,1076,142.68,0,False
50311,1102,303.73,0,False
50312,1189,6592.49,1,True
50313,1191,283.34,0,False
50314,1099,449.79,0,False
50315,1200,379.03,0,False
50316,1010,340.2,0,False
50317,1185,339.82,0,False
50318,1154,14.6,0,False
50319,1171,193.21,0,False
50320,1098,268.14,0,False
50321,1026,361.39,0,False
50322,1159,97.37,0,False
50323,1130,401.15,0,False
50324,1164,290.19,0,False
50325,1061,189.68,0,False
50326,1156,62.91,0,False
50327,1005,402.6,0,False
50328,1179,66.94,0,False
50329,1194,498.13,0,False
50330,1157,106.87,0,False
50331,1057,61.5,0,False
50332,1056,344.67,0,False
50333,1024,444.04,0,False
50334,1054,472.92,0,False
50335,1179,91.89,0,False
50336,1122,152.08,0,False
50337,1182,377.61,0,False
50338,1029,120.49,0,False
50339,1021,28.78,0,False
50340,1002,495.72,0,False
50341,1176,257.09,0,False
50342,1190,324.4,0,False
50343,1129,97.4,0,False
50344,1184,172.39,0,False
50345,1156,384.83,0,False
50346,1092,413.17,0,False
50347,1026,41.63,0,False
50348,1125,459.01,0,False
50349,1037,100.99,0,False
50350,1095,386.67,0,False
50351,1067,178.07,0,False
50352,1006,251.85,0,False
50353,1072,196.05,0,False
50354,1125,204.04,0,False
50355,1088,454.29,0,False
50356,1010,141.1,0,False
50357,1018,103.33,0,False
50358,1054,21.07,0,False
50359,1160,140.96,0,False
50360,1010,324.0,0,False
50361,1078,344.65,0,False
50362,1178,197.29,0,False
50363,1083,297.22,0,False
50364,1032,494.47,0,False
50365,1174,115.13,0,False
50366,1108,182.62,0,False
50367,1078,181.93,0,False
50368,1140,166.59,0,False
50369,1004,355.52,0,False
50370,1062,88.35,0,False
50371,1091,352.49,0,False
50372,1128,169.82,0,False
50373,1197,382.58,0,False
50374,1056,436.97,0,False
50375,1150,319.71,0,False
50376,1072,120.42,0,False
50377,1165,475.63,0,False
50378,1017,246.2,0,False
50379,1117,166.67,0,False
50380,1163,34.07,0,False
50381,1019,224.55,0,False
50382,1048,51.17,0,False
50383,1123,290.31,0,False
50384,1115,371.88,0,False
50385,1009,81.8,0,False
50386,1198,489.42,0,False
50387,1046,237.07,0,False
50388,1039,6700.2,1,True
50389,1066,472.29,0,False
50390,1021,304.87,0,False
50391,1053,339.41,0,False
50392,1014,109.58,0,False
50393,1189,197.61,0,False
50394,1004,360.95,0,False
50395,1003,316.53,0,False
50396,1051,408.33,0,False
50397,1047,465.37,0,False
50398,1035,181.19,0,False
50399,1038,364.16,0,False
50400,1036,287.57,0,False
